,위도,경도,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,약국영업면적,인허가구분명,지정일자,전화번호,상세영업상태명,구별
464,37.536277,127.0637797,신성모약국,서울특별시 광진구 자양동 52번지 6호,서울특별시광진구뚝섬로24길3,19990818,운영중,39.7,약국,19990818.0,462-0382,영업중,광진구
465,37.5335454,127.0750379,금와약국,서울특별시 광진구 자양동 520번지 9호,서울특별시광진구뚝섬로585,20000310,운영중,16.7,약국,20000310.0,444-0003,영업중,광진구
466,37.5518092,127.0924029,한사랑약국,서울특별시 광진구 구의동 48번지 7호,서울특별시광진구자양로294-1,20000404,운영중,24.4,약국,20000404.0,456-5961,영업중,광진구
467,37.5376448,127.0836627,금성약국,서울특별시 광진구 구의동 252번지 44호,서울특별시광진구자양로112,20000411,운영중,146.52,약국,20000411.0,447-1500,영업중,광진구
468,37.5370474,127.0843546,구의프라자약국,서울특별시 광진구 구의동 246번지 14호 크레신타워 1층 107호,서울특별시광진구아차산로375,20000614,운영중,23.8,약국,20000614.0,453-0770,영업중,광진구
469,37.5330173,127.0668957,혜성약국,서울특별시 광진구 자양동 829번지 한강현대아파트종합상가 111호,서울특별시광진구능동로3길5,20000825,운영중,14.58,약국,20000825.0,466-0021,영업중,광진구
470,37.5359613,127.0652252,뉴메디칼약국,서울특별시 광진구 자양동 45번지 17호,서울특별시광진구뚝섬로496,20000920,운영중,38.5,약국,20000920.0,469-3363,영업중,광진구
471,37.54073229999999,127.0673778,건대역약국,서울특별시 광진구 자양동 8번지 24호,서울특별시광진구아차산로218,20001010,운영중,,약국,20001010.0,497-4337,영업중,광진구
472,37.5539877,127.088284,세란약국,서울특별시 광진구 중곡동 116번지 6호,서울특별시광진구천호대로635,20001118,운영중,0.0,약국,20001118.0,455-0789,영업중,광진구
473,37.535713,127.0672072,신세계약국,서울특별시 광진구 자양동 553번지 205호,서울특별시광진구뚝섬로511,20001221,운영중,28.8,약국,20001221.0,3409-3900,영업중,광진구
474,37.54004,127.0893896,예일약국,서울특별시 광진구 구의동 221번지 1호,서울특별시광진구구의로23,20010106,운영중,62.2,약국,20010106.0,453-4341,영업중,광진구
475,37.5424307,127.0984665,광진온누리약국,서울특별시 광진구 광장동 425번지 2호,서울특별시광진구아차산로69길8,20010222,운영중,65.55,약국,20010222.0,457-8377,영업중,광진구
476,37.5445831,127.089744,은혜약국,서울특별시 광진구 구의동 229번지 8호,서울특별시광진구광나루로542,20010509,운영중,25.08,약국,20010509.0,458-2455,영업중,광진구
477,37.5575556,127.0876678,중곡메디칼약국,서울특별시 광진구 중곡동 123번지 1호,서울특별시광진구용마산로45,20010517,운영중,25.2,약국,20010517.0,444-2377,영업중,광진구
478,37.5423046,127.1004789,명약국,서울특별시 광진구  463번지 3호 진넥스빌딩 101호,서울특별시광진구아차산로532,20011102,운영중,52.07,약국,20011102.0,456-6155,영업중,광진구
479,37.5413346,127.0951087,일송약국,서울특별시 광진구 구의동 200번지 1호,서울특별시광진구광나루로606,20020311,운영중,24.32,약국,20020311.0,452-5682,영업중,광진구
480,37.55425839999999,127.0896338,광진백화점약국,서울특별시 광진구 자양2동 677번지 7호 1층 3호,서울특별시광진구자양로43,20021004,운영중,40.7,약국,20021004.0,457-7873,영업중,광진구
481,37.5507515,127.07087,미래약국,서울특별시 광진구 군자동 345번지 20호,서울특별시광진구군자로85,20030217,운영중,12.78,약국,20030217.0,3409-4828,영업중,광진구
482,37.5579478,127.087586,21세기약국,서울특별시 광진구 중곡동 124번지 56호,서울특별시광진구용마산로49,20030227,운영중,91.53,약국,20030227.0,2201-9469,영업중,광진구
483,37.5562652,127.091045,하나약국,서울특별시 광진구 중곡동 89번지 10호,서울특별시광진구영화사로40,20030411,운영중,57.9,약국,20030411.0,447-9708,영업중,광진구
484,37.5587779,127.0880762,온누리선명약국,서울특별시 광진구 중곡동 78번지 2호,서울특별시광진구용마산로58,20030424,운영중,29.37,약국,20030424.0,446-6940,영업중,광진구
485,37.5578764,127.0801202,소망약국,서울특별시 광진구 중곡동 158번지 19호,서울특별시광진구능동로318,20030507,운영중,95.9,약국,20030507.0,2201-2236,영업중,광진구
486,37.5583698,127.0773061,푸른온누리약국,서울특별시 광진구 중곡동 639번지 2호,서울특별시광진구천호대로527,20030512,운영중,64.12,약국,20030512.0,466-7675,영업중,광진구
487,37.53692050000001,127.0828693,굿모닝약국,서울특별시 광진구 자양동 779번지 6호 신라빌딩 2층,서울특별시광진구아차산로361,20030718,운영중,39.92,약국,20030718.0,454-2486,영업중,광진구
488,37.5407606,127.0958071,우리온누리약국,서울특별시 광진구 구의동 199번지 1호,서울특별시광진구광나루로614,20031001,운영중,32.86,약국,20031001.0,458-5669,영업중,광진구
489,37.5358837,127.0655509,무지개약국,서울특별시 광진구 자양동 45번지 6호,서울특별시광진구뚝섬로498-1,20041105,운영중,29.16,약국,20041105.0,462-8604,영업중,광진구
490,37.5402721,127.0704942,애플약국,서울특별시 광진구 화양동 6번지 1호 동서빌딩 5층 3호,서울특별시광진구능동로103,20050113,운영중,25.32,약국,20050113.0,469-1020,영업중,광진구
491,37.5349372,127.0957088,온누리현대약국,서울특별시 광진구 구의동 546번지 4호 테크노마트 지하1층,서울특별시광진구광나루로56길85,20050203,운영중,20.36,약국,20050203.0,3424-1120,영업중,광진구
492,37.53513,127.0836561,사랑약국,서울특별시 광진구 자양1동 627번지 21호 윤강빌딩 1층 1호 (자양로 81),서울특별시광진구자양로11길6-8,20050216,운영중,41.27,약국,20050216.0,446-4051,영업중,광진구
493,37.5614829,127.0888121,선약국,서울특별시 광진구 중곡동 93번지 46호,서울특별시광진구용마산로8,20050225,운영중,24.49,약국,20050225.0,456-3433,영업중,광진구
494,37.5373373,127.0976724,강변그랜드약국,서울특별시 광진구 구의동 631번지 1호 123호135호136호(프라임프라자상가),서울특별시광진구광나루로56길63,20050412,운영중,31.24,약국,20050412.0,447-4842,영업중,광진구
495,37.535315,127.0933914,초원약국,서울특별시 광진구 구의동 546번지 11호 강변지너스타워 102호,서울특별시광진구강변역로4길10,20050630,운영중,28.3,약국,20050630.0,3436-8743,영업중,광진구
496,37.5632341,127.0800193,봉화약국,서울특별시 광진구 중곡동 241번지 30호,서울특별시광진구긴고랑로31,20050816,운영중,57.9,약국,20050816.0,499-3457,영업중,광진구
497,37.5373373,127.0976724,온누리강변프라자약국,서울특별시 광진구 구의동 631번지 1호 프라임프라자상가 107108109호,서울특별시광진구광나루로56길63,20051027,운영중,78.02,약국,20051027.0,3437-3027,영업중,광진구
498,37.556089,127.0722071,대화약국,서울특별시 광진구 군자동 184번지,서울특별시광진구동일로278,20051111,운영중,27.4,약국,20051111.0,467-4542,영업중,광진구
499,37.5406496,127.0714118,햇빛약국,서울특별시 광진구 화양동 4번지 20호 외 1필지 스타시티 영존 105호,서울특별시광진구능동로110,20051114,운영중,114.9,약국,20051114.0,457-6664,영업중,광진구
500,37.5513382,127.092086,새서울약국,서울특별시 광진구 구의동 47번지 19호,서울특별시광진구자양로288,20060331,운영중,34.8,약국,20060331.0,452-0251,영업중,광진구
501,37.5483939,127.0689754,화양백화점약국,서울특별시 광진구 군자동 356번지 6호,서울특별시광진구광나루로351,20070207,운영중,108.5,약국,20070207.0,462-0095,영업중,광진구
502,37.5570759,127.0806518,군자종로약국,서울특별시 광진구 중곡동 157번지 4호,서울특별시광진구천호대로561,20070216,운영중,69.12,약국,20070216.0,3437-2202,영업중,광진구
503,37.5424578,127.1019051,스마일약국,서울특별시 광진구 광장동 453번지 1호 삼성아파트상가 104호,서울특별시광진구아차산로546,20070716,운영중,32.75,약국,20070716.0,447-8346,영업중,광진구
504,37.5325759,127.0679308,우리약국,서울특별시 광진구 자양동 855번지 이튼타워리버3차 105호,서울특별시광진구능동로18,20070802,운영중,56.21,약국,20070802.0,461-9300,영업중,광진구
505,37.5559761,127.0815142,군자백화점약국,서울특별시 광진구 능동 222번지 4호,서울특별시광진구천호대로574,20070806,운영중,99.4,약국,20070806.0,3436-2088,영업중,광진구
506,37.5483453,127.0693268,메디칼약국,서울특별시 광진구 군자동 356번지 10호,서울특별시광진구광나루로355,20080128,운영중,15.88,약국,20080128.0,468-0259,영업중,광진구
507,37.569915,127.0833275,기쁨주는약국,서울특별시 광진구 중곡동 199번지 4호,서울특별시광진구면목로190,20080303,운영중,33.32,약국,20080303.0,02-488-2005,영업중,광진구
508,37.5389211,127.0668052,비전약국,서울특별시 광진구 자양동 9번지 12호,서울특별시광진구동일로18길73,20080613,운영중,35.09,약국,20080613.0,464-8127,영업중,광진구
509,37.5644562,127.0807479,미소약국,서울특별시 광진구 중곡동 230번지 12호,서울특별시광진구면목로126,20080807,운영중,22.14,약국,20080807.0,3409-2744,영업중,광진구
510,37.5557086,127.0879167,참사랑약국,서울특별시 광진구 중곡동 117번지 4호,서울특별시광진구용마산로23,20080818,운영중,33.24,약국,20080818.0,446-8543,영업중,광진구
511,37.5361735,127.0832134,수약국,서울특별시 광진구 자양동 219번지 2호,서울특별시광진구자양로95,20081216,운영중,17.05,약국,20081216.0,444-5009,영업중,광진구
512,37.5640246,127.0800526,광진프라자약국,서울특별시 광진구 중곡동 231번지 7호,서울특별시광진구면목로117,20080929,운영중,72.09,약국,20080929.0,466-0652,영업중,광진구
513,37.5708961,127.0705258,보림약국,서울특별시 동대문구 장안동 372번지 1호,서울특별시동대문구장한로115,19860822,운영중,21.4,약국,19860822.0,02-2248-2082,영업중,동대문구
514,37.592893,127.0523712,대학약국,서울특별시 동대문구 회기동 42번지 1호,서울특별시동대문구경희대로15,19870206,운영중,24.1,약국,19870206.0,02-966-6242,영업중,동대문구
515,37.5807176,127.0516323,새성수약국,서울특별시 동대문구 전농동 582번지 5호,서울특별시동대문구서울시립대로116,19890329,운영중,32.5,약국,19890329.0,02-2212-1581,영업중,동대문구
516,37.5803516,127.0395726,삼신당약국,서울특별시 동대문구 제기동 989번지 1호,서울특별시동대문구고산자로38길21-7,19890720,운영중,21.6,약국,19890720.0,02-964-4449,영업중,동대문구
517,37.5873161,127.0605535,명약국,서울특별시 동대문구 휘경동 286번지 121호 1층,서울특별시동대문구망우로18나길3,19890829,운영중,35.7,약국,19890829.0,02-2246-7471,영업중,동대문구
518,37.5833859,127.0489751,삼성엠(M)약국,서울특별시 동대문구 청량리동 50번지 18호,서울특별시동대문구왕산로247-1,19910418,운영중,21.7,약국,19910418.0,02-967-3375,영업중,동대문구
519,37.58167650000001,127.0380611,서천당약국,서울특별시 동대문구 제기동 930번지 6호,서울특별시동대문구약령중앙로8길15,19911128,운영중,38.3,약국,19911128.0,02-969-6634,영업중,동대문구
520,37.5930245,127.0514693,새경희약국,서울특별시 동대문구 회기동 42번지 15호,서울특별시동대문구경희대로1가길27,19930329,운영중,25.9,약국,19930329.0,02-964-2199,영업중,동대문구
521,37.5690724,127.0641391,진선미약국,서울특별시 동대문구 장안동 188번지 8호,서울특별시동대문구한천로86,19930416,운영중,17.6,약국,19930416.0,02-2248-7588,영업중,동대문구
522,37.5727927,127.0321687,아파트엠약국,서울특별시 동대문구 용두동 779번지,서울특별시동대문구무학로26길16,19930603,운영중,46.0,약국,19930603.0,02-923-3600,영업중,동대문구
523,37.58237,127.0389081,동암당약국,서울특별시 동대문구 제기동 900번지,서울특별시동대문구고산자로44길2,19940224,운영중,58.9,약국,19940224.0,02-967-6741,영업중,동대문구
524,37.5691642,127.0686829,한림약국,서울특별시 동대문구 장안동 382번지 6호,서울특별시동대문구장한로21길11-12,19940310,운영중,22.2,약국,19940310.0,,영업중,동대문구
525,37.5801522,127.0376572,삼천당약국,서울특별시 동대문구 제기동 1108번지,서울특별시동대문구약령동길41,19940429,운영중,21.6,약국,19940429.0,02-965-3001,영업중,동대문구
526,37.5651481,127.0700025,조령약국,서울특별시 동대문구 장안동,서울특별시동대문구장한로12,19940504,운영중,0.0,약국,19940504.0,02-2248-7824,영업중,동대문구
527,37.5780803,127.0579298,우진당약국,서울특별시 동대문구 전농동 295번지 16호,서울특별시동대문구사가정로13길3,19951009,운영중,36.48,약국,19951009.0,02-2244-7790,영업중,동대문구
528,37.5797451,127.0364635,경신당약국,서울특별시 동대문구 제기동 1140번지 45호 1층,서울특별시동대문구약령서1길28,19951028,운영중,51.84,약국,19951028.0,02-964-6044,영업중,동대문구
529,37.5816797,127.0387856,염광당약국,서울특별시 동대문구 제기동 907번지 5호,서울특별시동대문구고산자로472,19951223,운영중,25.6,약국,19951223.0,02-92-3469,영업중,동대문구
530,37.57924870000001,127.0414525,성부당약국,서울특별시 동대문구 제기동,서울특별시동대문구왕산로163-1,19960203,운영중,38.3,약국,19960203.0,02-966-8339,영업중,동대문구
531,37.57958989999999,127.0364361,신원중당약국,서울특별시 동대문구 제기동 1140번지 15호,서울특별시동대문구약령서1길26,19961007,운영중,57.3,약국,19961007.0,02-960-3900,영업중,동대문구
532,37.5783918,127.0371331,신생당약국,서울특별시 동대문구 제기동 1138번지,서울특별시동대문구왕산로123,19970318,운영중,24.2,약국,19970318.0,02-967-0188,영업중,동대문구
533,37.603145,127.0663863,현대약국,서울특별시 동대문구 이문동 220번지 106호,서울특별시동대문구신이문로39,19980204,운영중,25.4,약국,19980204.0,02-966-6815,영업중,동대문구
534,37.5785148,127.04339,민중약국,서울특별시 동대문구 전농동 622번지 1호 1층,서울특별시동대문구답십리로9,19980612,운영중,22.6,약국,19980612.0,02-967-0117,영업중,동대문구
535,37.571297,127.0584909,홍약국,서울특별시 동대문구 답십리동 36번지 18호,서울특별시동대문구답십리로48가길46,19990428,운영중,56.4,약국,19990428.0,02-2212-7582,영업중,동대문구
536,37.5794912,127.0380269,현지당약국,서울특별시 동대문구 제기동 1058번지 1호,서울특별시동대문구고산자로445-1,19991201,운영중,69.0,약국,19991201.0,02-965-2069,영업중,동대문구
537,37.5790375,127.0367523,아산당약국,서울특별시 동대문구 제기동 1140번지 35호,서울특별시동대문구약령중앙로7,20000127,운영중,18.24,약국,20000127.0,02-968-4949,영업중,동대문구
538,37.5790375,127.0367523,진명당약국,서울특별시 동대문구 제기동 1140번지 35호,서울특별시동대문구약령중앙로7,20000522,운영중,18.0,약국,20000522.0,02-967-8674,영업중,동대문구
539,37.5728009,127.0721334,새이화약국,서울특별시 동대문구 장안동 308번지 1호,서울특별시동대문구장한로140,20000616,운영중,62.0,약국,20000616.0,02-2214-2488,영업중,동대문구
540,37.5764921,127.0604586,에스케이약국,서울특별시 동대문구 전농동 SK아파트 상가1층,서울특별시동대문구사가정로148,20000812,운영중,22.7,약국,20000812.0,02-2214-4783,영업중,동대문구
541,37.57487390000001,127.0458603,동아약국,서울특별시 동대문구 전농동 645번지 2호,서울특별시동대문구서울시립대로31,20000830,운영중,26.0,약국,20000830.0,02-2214-7937,영업중,동대문구
542,37.5779006,127.0569845,뉴메디칼약국,서울특별시 동대문구  295번지 52호,서울특별시동대문구전농로147,20000916,운영중,25.97,약국,20000916.0,02-2215-6291,영업중,동대문구
543,37.5764921,127.0604586,조은약국,서울특별시 동대문구 전농2동 10번지 SK아파트상가 141동 211호,서울특별시동대문구사가정로148,20001012,운영중,0.0,약국,20001012.0,02-339-4743,영업중,동대문구
544,37.5966208,127.0670655,메디팜동아약국,서울특별시 동대문구 답십리동 12번지 18호,서울특별시동대문구한천로55,20010102,운영중,20.5,약국,20010102.0,02-2243-6837,영업중,동대문구
545,37.5947355,127.0635256,바른손약국,서울특별시 동대문구 휘경동 163번지 16호,서울특별시동대문구휘경로34,20010316,운영중,55.9,약국,20010316.0,02-3295-4274,영업중,동대문구
546,37.5900409,127.0564928,성심약국,서울특별시 동대문구 휘경동 320번지 4호,서울특별시동대문구회기로185,20010622,운영중,47.0,약국,20010622.0,02-959-8433,영업중,동대문구
547,37.578799,127.0365697,약손당약국,서울특별시 동대문구 제기동 1140번지 55호,서울특별시동대문구약령중앙로5,20010716,운영중,58.8,약국,20010716.0,02-964-9696,영업중,동대문구
548,37.5769494,127.057249,하은약국,서울특별시 동대문구 전농동 295번지 81호,서울특별시동대문구사가정로110,20010924,운영중,25.0,약국,20010924.0,02-2213-6769,영업중,동대문구
549,37.5815693,127.0713759,이웃사랑약국,서울특별시 동대문구 장안동 93번지 86호,서울특별시동대문구한천로46길56-4,20011005,운영중,26.46,약국,20011005.0,02-2217-5861,영업중,동대문구
550,37.5755717,127.0307629,동부메디칼약국,서울특별시 동대문구 용두동 119번지 47호,서울특별시동대문구무학로128,20011120,운영중,118.0,약국,20011120.0,02-922-7627,영업중,동대문구
551,37.5865089,127.0425098,초원약국,서울특별시 동대문구 청량리동 496번지,서울특별시동대문구제기로84,20020111,운영중,66.2,약국,20020111.0,02-964-3365,영업중,동대문구
552,37.5724575,127.0730343,새소망약국,서울특별시 동대문구 장안동 330번지 2호,서울특별시동대문구답십리로293,20020327,운영중,28.3,약국,20020327.0,02-2217-7445,영업중,동대문구
553,37.5714281,127.0704615,쉐르빌약국,서울특별시 동대문구  371번지 1호 8통,서울특별시동대문구장한로119,20021025,운영중,30.6,약국,20021025.0,02-2213-1188,영업중,동대문구
554,37.5714281,127.0704615,수인약국,서울특별시 동대문구 장안동 371번지 1호,서울특별시동대문구장한로119,20021120,운영중,14.6,약국,20021120.0,02-2216-3301,영업중,동대문구
555,37.5798533,127.0395688,우리약국,서울특별시 동대문구 제기동 992번지 37호,서울특별시동대문구고산자로38길18,20030311,운영중,16.1,약국,20030311.0,02-969-9211,영업중,동대문구
556,37.5688253,127.07158,햇살약국,서울특별시 동대문구 장안동 433번지 4호,서울특별시동대문구장한로22,20030328,운영중,18.5,약국,20030328.0,02-2217-1190,영업중,동대문구
557,37.5761308,127.0257857,중앙약국,서울특별시 동대문구 신설동 98번지 27호,서울특별시동대문구왕산로20,20030728,운영중,33.5,약국,20030728.0,02-921-1622,영업중,동대문구
558,37.5946019,127.06521,신종로사약국,서울특별시 동대문구 휘경동 150번지 13호,서울특별시동대문구휘경로49,20030807,운영중,124.3,약국,20030807.0,02-3295-0604,영업중,동대문구
559,37.5762079,127.0579229,미소약국,서울특별시 동대문구  295번지 444호,서울특별시동대문구전농로128,20030814,운영중,20.7,약국,20030814.0,02-2217-4365,영업중,동대문구
560,37.5833298,127.04437,혜민약국,서울특별시 동대문구  318번지 6호,서울특별시동대문구홍릉로34-1,20031112,운영중,23.7,약국,20031112.0,02-960-2083,영업중,동대문구
561,37.5696393,127.0746744,홈타운약국,서울특별시 동대문구 장안동 336번지,서울특별시동대문구장안벚꽃로107,20031121,운영중,41.8,약국,20031121.0,02-2213-9847,영업중,동대문구
562,37.5787759,127.0427062,경동하나약국,서울특별시 동대문구 용두동 9번지 7호,서울특별시동대문구답십리로4,20031210,운영중,100.7,약국,20031210.0,02-957-1087,영업중,동대문구
563,37.5749243,127.0402955,동대문보건약국,서울특별시 동대문구 용두동 39번지 906호,서울특별시동대문구고산자로28가길2,20040210,운영중,41.1,약국,20040210.0,02-965-7162,영업중,동대문구
564,37.5957733,127.062481,킴스팜대보약국,서울특별시 동대문구 이문동,서울특별시동대문구휘경로3길4,20040910,운영중,35.0,약국,20040910.0,02-962-9366,영업중,동대문구
565,37.5717875,127.0659911,오렌지약국,서울특별시 동대문구 장안동 150번지 3호,서울특별시동대문구한천로120,20040913,운영중,30.8,약국,20040913.0,02-2242-1559,영업중,동대문구
566,37.5829069,127.0439995,제일성모약국,서울특별시 동대문구 청량리동 690번지 3호 1층,서울특별시동대문구약령시로126,20090102,운영중,186.0,약국,20090102.0,965-9114,영업중,동대문구
567,37.5369745,127.0840194,미소온누리약국,서울특별시 광진구 구의동 246번지 15호,서울특별시광진구아차산로373,20140721,운영중,13.85,약국,20140721.0,02-455-6813,영업중,광진구
568,37.5510506,127.091475,탑메디칼약국,서울특별시 광진구 구의동 55번지 22호,서울특별시광진구자양로281,20141222,운영중,43.68,약국,20141222.0,070-8882-1164,영업중,광진구
569,37.5447592,127.0859475,현약국,서울특별시 광진구 구의동 234번지 9호 104호,서울특별시광진구광나루로508,20140128,운영중,42.08,약국,20140128.0,070-4240-1131,영업중,광진구
570,37.5323013,127.0789862,100세약국,서울특별시 광진구 자양동 616번지 24호 유일빌딩,서울특별시광진구뚝섬로623,20140219,운영중,34.67,약국,20140219.0,02-444-0274,영업중,광진구
571,37.5325759,127.0679308,이층약국,서울특별시 광진구 자양동 855번지 205호,서울특별시광진구능동로18,20150309,운영중,38.54,약국,20150309.0,070-7795-8876,영업중,광진구
572,37.5655638,127.0837883,천사약국,서울특별시 광진구 중곡동 166번지 4호,서울특별시광진구능동로409,20150129,운영중,22.54,약국,20150129.0,02-463-9380,영업중,광진구
573,37.5329216,127.0759214,봄약국,서울특별시 광진구 자양동 608번지 19호,서울특별시광진구뚝섬로596,20140115,운영중,31.45,약국,20140115.0,02-454-6088,영업중,광진구
574,37.558749,127.0874835,해동약국,서울특별시 광진구 중곡동 124번지 8호,서울특별시광진구용마산로57,20130812,운영중,57.72,약국,20130812.0,02-457-4110,영업중,광진구
575,37.5685558,127.0825823,혜원약국,서울특별시 광진구 중곡동 175번지 27호,서울특별시광진구면목로173,20121126,운영중,26.04,약국,20121126.0,02-469-3151,영업중,광진구
576,37.55079569999999,127.0712191,신백구약국,서울특별시 광진구 군자동 363번지 1호,서울특별시광진구군자로86-1,20121203,운영중,55.0,약국,20121203.0,02-467-7287,영업중,광진구
577,37.5398369,127.0948552,쉐르빌대학약국,서울특별시 광진구 구의동 199번지 18호,서울특별시광진구구의강변로106,20130102,운영중,89.25,약국,20130102.0,02-447-9830,영업중,광진구
578,37.5381006,127.0966199,알파약국,서울특별시 광진구 구의동 611번지 현대2단지 종합상가 112호,서울특별시광진구광나루로56길34,20130401,운영중,23.77,약국,20130401.0,454-5656,영업중,광진구
579,37.53173,127.0811803,자양하나약국,서울특별시 광진구 자양동 653번지 47호 필산빌딩 104호,서울특별시광진구자양로9길77,20131209,운영중,78.7,약국,20131209.0,070-4400-6206,영업중,광진구
580,37.5402806,127.0950196,레몬약국,서울특별시 광진구 구의동 199번지 15호,서울특별시광진구아차산로478,20110307,운영중,46.5,약국,20110307.0,02-452-7736,영업중,광진구
581,37.5357613,127.0832739,참약국,서울특별시 광진구 자양동 626번지 4호,서울특별시광진구자양로13길4-1,20120716,운영중,24.2,약국,20120716.0,02-457-2922,영업중,광진구
582,37.54046659999999,127.0701365,연약국,서울특별시 광진구 화양동 6번지 2호 연한빌딩 4층 403호,서울특별시광진구아차산로241,20120904,운영중,48.19,약국,20120904.0,02-466-1288,영업중,광진구
583,37.5373796,127.0830368,조은우리약국,서울특별시 광진구 자양1동 779번지 8호 현대홈시티 104호,서울특별시광진구자양로109,20111208,운영중,49.0,약국,20111208.0,02-453-4848,영업중,광진구
584,37.5665539,127.0817964,중곡열린약국,서울특별시 광진구 중곡동 172번지 54호,서울특별시광진구능동로51길44,20120130,운영중,33.8,약국,20120130.0,462-4552,영업중,광진구
585,37.5584161,127.0875532,중앙약국,서울특별시 광진구 중곡동 124번지 22호,서울특별시광진구용마산로53,20120131,운영중,37.67,약국,20120131.0,452-4420,영업중,광진구
586,37.5575847,127.0881598,중곡종로약국,서울특별시 광진구 중곡동 79번지 9호,서울특별시광진구용마산로46,20120626,운영중,120.12,약국,20120626.0,02-2201-4321,영업중,광진구
587,37.5434818,127.0699485,햇살온누리약국,서울특별시 광진구 화양동 10번지 1호,서울특별시광진구능동로13길39,20120629,운영중,37.85,약국,20120629.0,02-467-8667,영업중,광진구
588,37.5536888,127.0772936,포도원온누리약국,서울특별시 광진구 군자동 2번지 52호,서울특별시광진구능동로265,20120206,운영중,19.93,약국,20120206.0,549-2456,영업중,광진구
589,37.5401601,127.0631631,삼육오약국,서울특별시 광진구 자양동 24번지 19호 (동일로 86),서울특별시광진구동일로86,20110502,운영중,71.55,약국,20110502.0,930-5035,영업중,광진구
590,37.5380896,127.0830383,종로온누리약국,서울특별시 광진구 자양1동 779번지 12호 101호,서울특별시광진구자양로115,20110803,운영중,31.28,약국,20110803.0,02-457-9550,영업중,광진구
591,37.5566812,127.0789171,군자세계로약국,서울특별시 광진구 군자동 478번지 5호 중앙빌딩1층(천호대로548),서울특별시광진구천호대로548,20110103,운영중,31.61,약국,20110103.0,499-4719,영업중,광진구
592,37.5356875,127.0821274,행복한약국,서울특별시 광진구 자양동 612번지 58호 (번영길 18),서울특별시광진구자양로15길26,20100628,운영중,58.0,약국,20100628.0,447-7114,영업중,광진구
593,37.5405784,127.0676377,온누리메디칼약국,서울특별시 광진구 자양동 8번지 1호 (아차산길 220),서울특별시광진구아차산로220,20101230,운영중,86.1,약국,20101230.0,461-0120,영업중,광진구
594,37.5512746,127.0916681,구의온누리약국,서울특별시 광진구 구의동 55번지 13호,서울특별시광진구자양로285,20101101,운영중,26.95,약국,20101101.0,456-8694,영업중,광진구
595,37.5406496,127.0714118,김&장 나라약국,서울특별시 광진구 화양동 4번지 20호 외 1필지 스타시티 영존 B201호,서울특별시광진구능동로110,20090916,운영중,104.6,약국,20090916.0,453-7398,영업중,광진구
596,37.5348046,127.0830672,큰별약국,서울특별시 광진구 자양동 630번지 42호,서울특별시광진구뚝섬로59길67,20091005,운영중,18.38,약국,20091005.0,457-4824,영업중,광진구
597,37.55648,127.0821135,세명약국,서울특별시 광진구 중곡동 140번지 29호,서울특별시광진구천호대로575,20100802,운영중,24.7,약국,20100802.0,447-2998,영업중,광진구
598,37.54177310000001,127.0844371,정약국,서울특별시 광진구 구의동 251번지 12호,서울특별시광진구자양로26길8,20100419,운영중,44.0,약국,20100419.0,3436-4580,영업중,광진구
599,37.5406496,127.0714118,정문대학약국,서울특별시 광진구 화양동 4번지 20호 외 1필지 스타시티영존 104호,서울특별시광진구능동로110,20091215,운영중,120.9,약국,20091215.0,2218-4545,영업중,광진구
600,37.5340989,127.0718551,새한빛약국,서울특별시 광진구 자양동 553번지 502호 (1층),서울특별시광진구뚝섬로558,20100119,운영중,15.19,약국,20100119.0,446-9105,영업중,광진구
601,37.53592039999999,127.0638158,신승보약국,서울특별시 광진구 자양동 52번지 150호,서울특별시광진구동일로4길57-11,20090515,운영중,20.8,약국,20090515.0,02-468-0193,영업중,광진구
602,37.5342607,127.0712387,메디파워약국,서울특별시 광진구 자양동 553번지 501호 1층 112호,서울특별시광진구뚝섬로552,20090722,운영중,66.12,약국,20090722.0,456-1255,영업중,광진구
603,37.5354769,127.0691462,포도약국,서울특별시 광진구 자양동 507번지 6호 외 10필지 이튼타워리버 2차 110호,서울특별시광진구능동로50,20090727,운영중,26.3,약국,20090727.0,070-7572-7626,영업중,광진구
604,37.5387765,127.0710831,더클래식약국,서울특별시 광진구 자양동 227번지 342호 더클래식500 1층 104-2호 (능동로 90),서울특별시광진구능동로90,20090528,운영중,37.39,약국,20090528.0,455-4565,영업중,광진구
605,37.5530647,127.0933881,웰빙약국,서울특별시 광진구 구의동 31번지 23호,서울특별시광진구자양로312,20090601,운영중,40.32,약국,20090601.0,453-0353,영업중,광진구
606,37.5384843,127.0822938,건대지하철약국,서울특별시 광진구 화양동 6번지 3호 7호선 건대입구역 지하상가2호,서울특별시광진구능동로지하,20090407,운영중,73.5,약국,20090407.0,461-1401,영업중,광진구
607,37.5410879,127.0679154,세계로약국,서울특별시 광진구 화양동 48번지 14호 삼영빌딩 1층,서울특별시광진구아차산로219,20081231,운영중,60.05,약국,20081231.0,466-0253,영업중,광진구
608,37.5360976,127.0658209,웰빙서울온누리약국,서울특별시 광진구 자양동 553번지 323호,서울특별시광진구뚝섬로499,20090102,운영중,46.17,약국,20090102.0,497-3092,영업중,광진구
609,37.5394892,127.0938116,서울온누리약국,서울특별시 광진구 구의동 213번지 3호,서울특별시광진구구의강변로99,20090128,운영중,37.22,약국,20090128.0,455-5191,영업중,광진구
